"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","Date"
"3581","Northern Mariana Islands","US","2020-10-11 04:30:32","15.0979","145.6739","77","2","29.0","46.0","69.0","139.63441172203684","15198.0","","2.5974025974025974","580","MNP","27560.56869287683","","10-10-2020"
"3582","Ohio","US","2020-10-11 04:30:32","40.3888","-82.7649","167458","5263","142479.0","19982.0","39.0","1432.5996013379984","3583857.0","","2.984031816933201","84000039","USA","30659.81983215132","","10-10-2020"
"3583","Oklahoma","US","2020-10-11 04:30:32","35.5653","-96.9289","98621","1095","83633.0","13893.0","40.0","2492.335677971863","1339139.0","","1.110311191328419","84000040","USA","33842.52752926417","","10-10-2020"
"3584","Oregon","US","2020-10-11 04:30:32","44.572","-122.0709","36924","599","5870.0","30455.0","41.0","875.4457662960017","736598.0","","1.6222511103889068","84000041","USA","17464.294241200907","","10-10-2020"
"3585","Pennsylvania","US","2020-10-11 04:30:32","40.5908","-77.2098","175797","8324","138550.0","28923.0","42.0","1373.2006799880862","2190490.0","","4.735006854496948","84000042","USA","17110.544306826072","","10-10-2020"
"3586","Puerto Rico","US","2020-10-11 04:30:32","18.2208","-66.5901","53364","728","24129.0","28507.0","72.0","1819.180966302676","359336.0","","1.3642155760437749","630","PRI","12249.77909653209","","10-10-2020"
"3587","Rhode Island","US","2020-10-11 04:30:32","41.6809","-71.5118","26294","31","2422.0","22742.0","44.0","2482.0622998203635","864638.0","","4.297558378337263","84000044","USA","81618.82493314365","","10-10-2020"
"3588","South Carolina","US","2020-10-11 04:30:32","33.8569","-80.945","156621","3551","77700.0","75370.0","45.0","3041.9440660328005","1470311.0","","2.2672566258675397","84000045","USA","28556.85905257118","","10-10-2020"
"3589","South Dakota","US","2020-10-11 04:30:32","44.2998","-99.4388","27947","286","22128.0","5533.0","46.0","3159.070331054113","216485.0","","1.023365656421083","84000046","USA","24471.01086407305","","10-10-2020"
"3590","Tennessee","US","2020-10-11 04:30:32","35.7478","-86.6923","212649","2758","192958.0","16933.0","47.0","3113.8319216936047","3141232.0","","1.2969729460284318","84000047","USA","45997.246519125154","","10-10-2020"
"3591","Texas","US","2020-10-11 04:30:32","31.0545","-97.5635","824119","17208","701583.0","97389.0","48.0","2813.8996707842743","6830631.0","","2.0765643480019365","84000048","USA","23557.245941242487","","10-10-2020"
"3592","Utah","US","2020-10-11 04:30:32","40.15","-111.8624","84644","510","62401.0","21733.0","49.0","2640.209260383324","912894.0","","0.6025235102310855","84000049","USA","28474.92075691572","","10-10-2020"
"3593","Vermont","US","2020-10-11 04:30:32","44.0459","-72.7107","1857","58","1651.0","148.0","50.0","297.60140002467995","171179.0","","3.1233171782444797","84000050","USA","27433.015646109146","","10-10-2020"
"3594","Virgin Islands","US","2020-10-11 04:30:32","18.3358","-64.8963","1325","20","1286.0","19.0","78.0","1235.223925122124","21758.0","","1.509433962264151","850","VIR","20283.77521721296","","10-10-2020"
"3595","Virginia","US","2020-10-11 04:30:32","37.7693","-78.17","157905","3354","18447.0","135811.0","51.0","1846.5075175862185","2238204.0","","2.1261476184735644","84000051","USA","26222.23674975125","","10-10-2020"
"3596","Washington","US","2020-10-11 04:30:32","47.4009","-121.4905","95539","2168","","90845.0","53.0","1221.7505879596733","2037946.0","","2.3539528134573007","84000053","USA","26762.634747461325","","10-10-2020"
"3597","West Virginia","US","2020-10-11 04:30:32","38.4912","-80.9545","17927","387","13086.0","4454.0","54.0","1000.3085684377452","628006.0","","2.1587549506331234","84000054","USA","35042.10313104896","","10-10-2020"
"3598","Wisconsin","US","2020-10-11 04:30:32","44.2685","-89.6165","147560","1458","117865.0","28237.0","55.0","2534.335296887865","1685908.0","","0.9880726484142044","84000055","USA","28955.381890116743","","10-10-2020"
"3599","Wyoming","US","2020-10-11 04:30:32","42.756","-107.3025","7455","54","5807.0","1594.0","56.0","1288.1009193809516","110631.0","","0.7243460764587525","84000056","USA","19115.210303425087","","10-10-2020"
"3600","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","10-11-2020"
"3601","Alabama","US","2020-10-12 04:30:24","32.3182","-86.9023","165414","2664","71240.0","91438.0","1.0","3372.1346430942326","1210007.0","","1.611205864208731","84000001","USA","24677.979721344396","","10-11-2020"
"3602","Alaska","US","2020-10-12 04:30:24","61.3707","-152.4044","9686","60","5789.0","3837.0","2.0","1324.04705110417","502997.0","","0.6194507536650836","84000002","USA","68758.17618875121","","10-11-2020"
"3603","American Samoa","US","2020-10-12 04:30:24","-14.271","-170.132","0","0","","0.0","60.0","0.0","1616.0","","","16","ASM","2904.3331356373897","","10-11-2020"
"3604","Arizona","US","2020-10-12 04:30:24","33.7298","-111.4312","225575","5759","37110.0","182706.0","4.0","3099.1038667941066","1566165.0","","2.5530311426354872","84000004","USA","21517.047578577374","","10-11-2020"
"3605","Arkansas","US","2020-10-12 04:30:24","34.9697","-92.3731","92833","1569","83454.0","7810.0","5.0","3076.177246766192","1146654.0","","1.6901317419452135","84000005","USA","37996.304597647824","","10-11-2020"
"3606","California","US","2020-10-12 04:30:24","36.1162","-119.6816","858372","16579","","838611.0","6.0","2164.368226004394","16047004.0","","1.938633520036483","84000006","USA","40612.75924667666","","10-11-2020"
"3607","Colorado","US","2020-10-12 04:30:24","39.0598","-105.3111","78461","2113","6814.0","69510.0","8.0","1362.0523670472132","1541162.0","","2.6938817139870213","84000008","USA","26762.15752901331","","10-11-2020"
"3608","Connecticut","US","2020-10-12 04:30:24","41.5978","-72.7554","60038","4530","9522.0","45986.0","9.0","1683.9598046384485","1796539.0","","7.545221359805456","84000009","USA","50389.74421975005","","10-11-2020"
"3609","Delaware","US","2020-10-12 04:30:24","39.3185","-75.5071","22130","675","11430.0","10046.0","10.0","2272.6245784399507","310570.0","","2.955264347040217","84000010","USA","31893.76481365094","","10-11-2020"
"3610","Diamond Princess","US","2020-10-12 04:30:24","","","49","0","","49.0","88888.0","","","","0.0","84088888","USA","","","10-11-2020"
"3611","District of Columbia","US","2020-10-12 04:30:24","38.8974","-77.0268","15984","637","12531.0","2816.0","11.0","2264.82786373059","436167.0","","3.985235235235235","84000011","USA","61802.00042791418","","10-11-2020"
"3612","Florida","US","2020-10-12 04:30:24","27.7663","-81.6868","734491","15364","","719127.0","12.0","3419.7783500189057","5550531.0","","2.091788735328275","84000012","USA","25843.183571900518","","10-11-2020"
"3613","Georgia","US","2020-10-12 04:30:24","33.0406","-83.6431","331409","7416","","323993.0","13.0","3121.369469785653","3151039.0","","2.237718348023137","84000013","USA","29678.00190309833","","10-11-2020"
"3614","Grand Princess","US","2020-10-12 04:30:24","","","103","3","","100.0","99999.0","","","","2.9126213592233015","84099999","USA","","","10-11-2020"
"3615","Guam","US","2020-10-12 04:30:24","13.4443","144.7937","2989","58","2072.0","859.0","66.0","1820.0196067685972","54971.0","","1.9404483104717296","316","GUM","33472.163868744254","","10-11-2020"
"3616","Hawaii","US","2020-10-12 04:30:24","21.0943","-157.4983","13472","169","10713.0","2590.0","15.0","951.4984405369977","454713.0","","1.254453681710214","84000015","USA","32115.40308728472","","10-11-2020"
"3617","Idaho","US","2020-10-12 04:30:24","44.2405","-114.4788","48066","507","24089.0","23470.0","16.0","2689.6615400111355","333839.0","","1.0547996504805892","84000016","USA","18680.853802184032","","10-11-2020"
"3618","Illinois","US","2020-10-12 04:30:24","40.3495","-88.9861","322178","9230","","312948.0","17.0","2542.4759393302666","6310720.0","","2.864875938145994","84000017","USA","49801.208524015616","","10-11-2020"
"3619","Indiana","US","2020-10-12 04:30:24","39.8494","-86.2583","134981","3852","101184.0","30008.0","18.0","2005.000134428188","1486182.0","","2.8070617346145013","84000018","USA","22075.663313983106","","10-11-2020"
"3620","Iowa","US","2020-10-12 04:30:24","42.0115","-93.2105","99943","1462","76260.0","22221.0","19.0","3167.6951699962287","819460.0","","1.462833815274707","84000019","USA","25972.799335672422","","10-11-2020"
"3621","Kansas","US","2020-10-12 04:30:24","38.5266","-96.7265","68886","774","2275.0","62254.0","20.0","2241.536614316205","560189.0","","1.1852441694868536","84000020","USA","19228.582981443127","","10-11-2020"
"3622","Kentucky","US","2020-10-12 04:30:24","37.6681","-84.6701","80292","1252","13539.0","65501.0","21.0","1797.1771882140881","1536175.0","","1.5593085238878095","84000021","USA","34384.23089603917","","10-11-2020"
"3623","Louisiana","US","2020-10-12 04:30:24","31.1695","-91.8678","172059","5655","157873.0","8531.0","22.0","3701.153460445871","2488868.0","","3.2866632957299533","84000022","USA","53537.928331519965","","10-11-2020"
"3624","Maine","US","2020-10-12 04:30:24","44.6939","-69.3819","5720","143","4970.0","607.0","23.0","425.5281161007341","491109.0","","2.5","84000023","USA","36535.08523953067","","10-11-2020"
"3625","Maryland","US","2020-10-12 04:30:24","39.0639","-76.8021","131357","3999","7738.0","119620.0","24.0","2172.741527834752","1731844.0","","3.044375252175369","84000024","USA","28645.97530798852","","10-11-2020"
"3626","Massachusetts","US","2020-10-12 04:30:24","42.2302","-71.5301","138903","9604","116364.0","12935.0","25.0","2015.276598356214","4748004.0","","6.914177519564013","84000025","USA","68886.49885244881","","10-11-2020"
"3627","Michigan","US","2020-10-12 04:30:24","43.3266","-84.5361","149453","7219","104271.0","37963.0","26.0","1496.4968458044407","4010309.0","","4.830281091714452","84000026","USA","40155.86685580859","","10-11-2020"
"3628","Minnesota","US","2020-10-12 04:30:24","45.6945","-93.9002","112268","2194","100171.0","9903.0","27.0","1990.697265353484","2318810.0","","1.9542523247942425","84000027","USA","41116.33525024328","","10-11-2020"
"3629","Mississippi","US","2020-10-12 04:30:24","32.7416","-89.6787","104932","3101","90577.0","11254.0","28.0","3525.7643350517733","809587.0","","2.9552472077154732","84000028","USA","27202.50229407197","","10-11-2020"
"3630","Missouri","US","2020-10-12 04:30:24","38.4561","-92.2884","146188","2408","","143514.0","29.0","2377.8364487534523","2075699.0","","1.6609793199851992","84000029","USA","33820.3397253703","","10-11-2020"
"3631","Montana","US","2020-10-12 04:30:24","46.9219","-110.4544","18702","210","11361.0","7131.0","30.0","1749.8488928477195","390258.0","","1.122874558870709","84000030","USA","36514.41178617075","","10-11-2020"
"3632","Nebraska","US","2020-10-12 04:30:24","41.1254","-98.2681","52382","519","36091.0","15772.0","31.0","2707.908569443468","508921.0","","0.9907983658508648","84000031","USA","26308.875893813507","","10-11-2020"
"3633","Nevada","US","2020-10-12 04:30:24","38.3135","-117.0554","85779","1661","2270.0","81848.0","32.0","2784.8914145906897","738304.0","","1.9363713729467584","84000032","USA","23969.695041419982","","10-11-2020"
"3634","New Hampshire","US","2020-10-12 04:30:24","43.4525","-71.5639","9143","456","7945.0","742.0","33.0","672.4223015037754","493109.0","","4.9874220715301325","84000033","USA","36265.721171631325","","10-11-2020"
"3635","New Jersey","US","2020-10-12 04:30:24","40.2989","-74.521","220111","16174","35404.0","162050.0","34.0","2405.127564260616","3914772.0","","7.57110491134121","84000034","USA","44074.400570129656","","10-11-2020"
"3636","New Mexico","US","2020-10-12 04:30:24","34.8405","-106.2485","32983","911","18621.0","13451.0","35.0","1572.994268965185","989652.0","","2.7620289239911466","84000035","USA","47197.554020857206","","10-11-2020"
"3637","New York","US","2020-10-12 04:30:24","42.1657","-74.9481","477671","33469","77631.0","363361.0","36.0","2438.042063352823","12039573.0","","7.019815048304187","84000036","USA","61888.7873536367","","10-11-2020"
"3638","North Carolina","US","2020-10-12 04:30:24","35.6301","-79.8064","231471","3770","192644.0","35057.0","37.0","2206.9903330293687","3388250.0","","1.6287137481585163","84000037","USA","32305.70998477892","","10-11-2020"
"3639","North Dakota","US","2020-10-12 04:30:24","47.5289","-99.784","27264","337","22500.0","4427.0","38.0","3577.6616600749016","685711.0","","1.23606220657277","84000038","USA","89980.99892134762","","10-11-2020"
"3640","Northern Mariana Islands","US","2020-10-12 04:30:24","15.0979","145.6739","77","2","29.0","46.0","69.0","139.63441172203684","15198.0","","2.5974025974025974","580","MNP","27560.56869287683","","10-11-2020"
"3641","Ohio","US","2020-10-12 04:30:24","40.3888","-82.7649","168749","5282","143123.0","20627.0","39.0","1443.644078671583","3623321.0","","2.9623879252617797","84000039","USA","30997.433506429068","","10-11-2020"
"3642","Oklahoma","US","2020-10-12 04:30:24","35.5653","-96.9289","99387","1098","84520.0","13769.0","40.0","2511.693919414623","1339905.0","","1.104772253916508","84000040","USA","33861.88577070694","","10-11-2020"
"3643","Oregon","US","2020-10-12 04:30:24","44.572","-122.0709","37255","599","5870.0","30786.0","41.0","883.293576626518","741233.0","","1.6078378741108577","84000041","USA","17574.187295224903","","10-11-2020"
"3644","Pennsylvania","US","2020-10-12 04:30:24","40.5908","-77.2098","176781","8330","138550.0","29901.0","42.0","1380.886985608252","2205861.0","","4.71204484644843","84000042","USA","17230.611586996365","","10-11-2020"
"3645","Puerto Rico","US","2020-10-12 04:30:24","18.2208","-66.5901","53671","730","24533.0","28408.0","72.0","1829.6466089954074","359643.0","","1.3601386223472638","630","PRI","12260.24473922482","","10-11-2020"
"3646","Rhode Island","US","2020-10-12 04:30:24","41.6809","-71.5118","26294","37","2422.0","22742.0","44.0","2482.0622998203635","864638.0","","4.297558378337263","84000044","USA","81618.82493314365","","10-11-2020"
"3647","South Carolina","US","2020-10-12 04:30:24","33.8569","-80.945","157406","3552","78115.0","75739.0","45.0","3057.1905916700757","1484658.0","","2.2565848824060075","84000045","USA","28835.51115870876","","10-11-2020"
"3648","South Dakota","US","2020-10-12 04:30:24","44.2998","-99.4388","28564","286","22413.0","5865.0","46.0","3228.8147184395343","218111.0","","1.001260327685198","84000046","USA","24654.81049760416","","10-11-2020"
"3649","Tennessee","US","2020-10-12 04:30:24","35.7478","-86.6923","214717","2767","193849.0","18101.0","47.0","3144.113768370816","3172361.0","","1.2886729974804043","84000047","USA","46453.07031274938","","10-11-2020"
"3650","Texas","US","2020-10-12 04:30:24","31.0545","-97.5635","826196","17239","703662.0","97793.0","48.0","2822.5595214713426","6887551.0","","2.073614474613465","84000048","USA","23753.549685212187","","10-11-2020"
"3651","Utah","US","2020-10-12 04:30:24","40.15","-111.8624","85844","517","63307.0","22020.0","49.0","2677.6395698259303","918571.0","","0.6022552537160429","84000049","USA","28651.997312503783","","10-11-2020"
"3652","Vermont","US","2020-10-12 04:30:24","44.0459","-72.7107","1868","58","1659.0","151.0","50.0","299.3642516134098","172826.0","","3.1049250535331905","84000050","USA","27696.962606712616","","10-11-2020"
"3653","Virgin Islands","US","2020-10-12 04:30:24","18.3358","-64.8963","1325","20","1289.0","16.0","78.0","1235.223925122124","21945.0","","1.509433962264151","850","VIR","20458.104933437746","","10-11-2020"
"3654","Virginia","US","2020-10-12 04:30:24","37.7693","-78.17","158716","3358","18492.0","136562.0","51.0","1855.880116955981","2256820.0","","2.1179352183272413","84000051","USA","26440.33713708563","","10-11-2020"
